soil_moisture,temperature,humidity,ph,rainfall_mm,ET0,ETc,vpd_proxy,depletion,crop_type_enc,growth_stage_enc,irrigation_label
48.03,35.2,61.62,6.51,90.79,0.5,0.575,13.508,29.09,0,0,1
17.18,24.35,59.42,6.26,25.28,0.5,0.575,9.881,77.48,8,0,4
82.4,29.97,48.12,7.77,51.21,0.5,0.489,15.547,5.11,8,2,0
16.19,29.33,69.24,6.96,19.79,0.5,0.42,9.023,79.56,7,1,4
57.77,40.4,56.34,6.36,34.98,0.5,0.45,17.64,33.98,1,0,1
35.57,31.88,84.52,8.99,50.25,0.5,0.525,4.936,52.28,4,0,2
51.62,23.29,66.48,6.31,18.01,0.5,0.5,7.809,44.81,6,1,1
32.99,22.78,70.87,6.86,8.91,0.5,0.69,6.635,66.35,3,3,3
72.25,32.48,50.03,5.23,1.14,0.5,0.575,16.23,28.88,8,0,1
95.0,21.05,71.96,6.94,8.87,0.5,0.489,5.901,3.85,8,2,0
53.34,37.91,69.23,5.22,81.33,0.5,0.489,11.665,26.1,8,2,1
65.81,19.24,45.39,6.12,57.01,0.5,0.36,10.509,19.82,1,1,1
51.64,21.56,42.73,5.86,5.58,0.5,0.36,12.348,47.77,1,1,1
6.95,30.02,56.09,7.62,19.35,0.5,0.489,13.18,89.09,2,2,4
52.52,27.35,72.4,6.42,18.93,0.5,0.661,7.548,44.07,0,3,1
47.06,16.29,70.43,6.64,14.53,0.5,0.5,4.819,50.3,6,1,2
68.59,36.66,30.43,5.43,3.58,0.5,0.69,25.503,32.17,3,3,1
55.24,35.31,50.2,6.58,31.45,0.5,0.525,17.586,37.65,7,0,1
48.0,16.14,75.99,5.91,14.44,0.5,0.531,3.876,49.46,6,2,2
5.62,11.01,72.21,6.6,48.41,0.5,0.36,3.059,82.32,1,1,4
14.53,35.36,69.88,7.46,8.01,0.5,0.531,10.651,84.65,6,2,4
60.66,34.03,62.31,6.57,96.38,0.5,0.575,12.828,14.96,2,0,1
24.09,25.45,73.54,5.68,57.89,0.5,0.5,6.734,61.66,6,1,3
56.58,29.53,64.43,6.28,63.07,0.5,0.604,10.502,28.04,7,3,1
73.11,27.03,80.46,6.67,56.63,0.5,0.36,5.283,12.62,1,1,0
60.52,34.05,49.49,7.05,65.96,0.5,0.446,17.197,22.93,7,2,1
67.18,12.79,74.53,5.37,26.11,0.5,0.383,3.258,26.78,1,2,1
75.83,33.54,55.21,7.38,14.82,0.5,0.45,15.021,21.32,1,0,1
39.02,41.95,63.69,5.88,58.83,0.5,0.446,15.233,46.33,4,2,2
61.93,24.96,61.75,6.87,46.09,0.5,0.525,9.546,27.04,4,0,1
83.65,34.25,64.53,7.68,31.13,0.5,0.48,12.148,9.21,3,1,0
40.75,29.33,77.48,7.58,7.41,0.5,0.5,6.605,58.51,6,1,2
37.96,15.99,52.61,5.74,2.19,0.5,0.525,7.58,62.77,7,0,2
28.85,23.69,62.09,7.76,4.47,0.5,0.5,8.979,71.2,6,1,3
87.28,27.38,48.46,5.41,1.49,0.5,0.48,14.11,13.52,5,1,0
95.0,28.81,51.08,5.58,23.36,0.5,0.446,14.092,0.0,7,2,0
50.58,28.43,69.58,5.93,10.5,0.5,0.6,8.646,48.11,3,0,1
89.41,30.42,46.86,6.07,88.29,0.5,0.48,16.163,0.0,3,1,0
45.25,21.9,25.1,6.21,13.54,0.5,0.719,16.403,52.92,6,3,2
44.12,33.72,51.96,6.71,37.4,0.5,0.48,16.197,47.06,5,1,2
51.94,28.74,62.62,7.18,15.83,0.5,0.661,10.743,45.47,8,3,1
50.53,33.23,81.56,6.51,31.49,0.5,0.489,6.128,42.26,2,2,1
55.9,39.34,62.45,6.34,11.44,0.5,0.661,14.771,42.69,0,3,1
33.23,44.89,85.06,7.35,37.45,0.5,0.604,6.708,58.25,4,3,3
67.58,28.95,27.97,6.22,29.63,0.5,0.51,20.855,25.76,3,2,1
33.78,29.41,52.04,6.25,31.16,0.5,0.489,14.105,59.1,8,2,3
81.81,24.54,39.12,6.67,4.17,0.5,0.625,14.942,18.63,6,0,1
41.9,31.91,46.85,6.49,36.12,0.5,0.46,16.959,49.57,0,1,2
53.15,23.46,82.13,5.34,3.56,0.5,0.531,4.192,47.22,6,2,1
34.11,34.63,90.63,6.23,95.92,0.5,0.51,3.246,41.47,5,2,2
61.57,25.76,66.6,5.87,3.41,0.5,0.36,8.603,38.41,1,1,1
10.69,16.43,62.3,6.04,17.17,0.5,0.6,6.193,86.21,3,0,4
48.41,18.69,22.16,6.82,92.87,0.5,0.69,14.55,28.44,5,3,1
34.27,24.34,83.63,6.52,1.92,0.5,0.446,3.984,66.33,4,2,3
73.6,23.64,62.65,6.08,51.95,0.5,0.69,8.83,14.21,5,3,0
44.2,32.1,58.52,6.61,33.46,0.5,0.42,13.316,47.89,7,1,2
82.66,23.94,57.73,6.71,13.17,0.5,0.69,10.12,15.54,5,3,1
39.7,23.48,77.29,7.92,40.05,0.5,0.51,5.334,50.85,5,2,2
79.5,30.59,41.24,6.8,51.18,0.5,0.42,17.976,7.84,7,1,0
39.08,26.57,48.8,8.71,38.25,0.5,0.625,13.602,52.23,6,0,2
50.73,27.0,62.19,6.97,45.82,0.5,0.46,10.207,38.15,8,1,1
13.49,26.2,51.85,6.64,87.67,0.5,0.6,12.615,64.52,5,0,3
53.59,22.29,85.3,5.99,18.64,0.5,0.489,3.278,42.64,8,2,1
76.1,35.88,59.02,5.27,7.32,0.5,0.661,14.705,23.6,2,3,1
88.15,32.03,56.3,6.31,18.28,0.5,0.661,13.996,8.61,2,3,0
43.9,23.58,74.9,6.77,5.07,0.5,0.489,5.919,55.96,2,2,2
56.49,31.85,42.36,6.29,5.13,0.5,0.525,18.357,43.45,7,0,1
43.5,28.91,65.69,7.95,2.56,0.5,0.51,9.92,57.09,5,2,2
58.12,14.14,59.59,6.07,59.45,0.5,0.446,5.716,27.08,7,2,1
64.04,27.94,53.08,6.28,17.35,0.5,0.604,13.106,32.82,4,3,1
88.0,29.33,52.28,7.2,101.93,0.5,0.48,13.995,0.0,3,1,0
40.45,37.96,54.0,5.03,2.22,0.5,0.383,17.464,59.91,1,2,2
62.04,35.49,56.16,8.4,0.24,0.5,0.69,15.558,39.63,3,3,1
27.54,31.46,72.12,6.64,12.95,0.5,0.604,8.772,70.5,4,3,3
61.13,27.48,78.86,6.82,3.47,0.5,0.575,5.808,39.38,8,0,1
78.97,33.22,76.72,4.57,8.22,0.5,0.604,7.733,20.33,4,3,1
50.81,26.92,34.56,7.67,8.51,0.5,0.661,17.613,48.57,8,3,1
29.94,33.94,42.66,5.61,41.34,0.5,0.575,19.462,60.42,8,0,3
95.0,31.08,73.64,5.25,99.77,0.5,0.42,8.195,0.0,4,1,0
40.29,32.26,67.66,6.14,11.85,0.5,0.69,10.433,58.26,3,3,2
41.15,31.15,52.36,7.12,30.89,0.5,0.45,14.837,51.7,1,0,2
47.25,24.76,66.49,6.98,21.84,0.5,0.45,8.296,48.03,1,0,2
41.73,23.3,56.41,6.46,17.26,0.5,0.46,10.157,54.8,0,1,2
65.49,17.42,52.5,5.48,58.46,0.5,0.489,8.277,20.07,0,2,1
29.96,30.62,52.1,7.29,41.48,0.5,0.45,14.667,60.05,1,0,3
32.05,22.15,65.03,6.11,27.16,0.5,0.446,7.746,61.79,7,2,3
53.33,26.38,45.48,6.27,14.68,0.5,0.661,14.384,44.39,2,3,1
28.77,14.53,38.25,6.11,2.28,0.5,0.525,8.969,71.94,4,0,3
47.64,37.31,63.39,5.42,88.17,0.5,0.661,13.659,30.4,0,3,2
55.04,16.85,69.05,6.74,47.13,0.5,0.46,5.216,33.49,0,1,1
10.88,19.94,73.38,6.57,9.07,0.5,0.51,5.306,87.97,5,2,4
47.74,28.38,56.89,6.11,16.09,0.5,0.575,12.235,49.39,0,0,2
62.45,25.1,47.73,6.61,27.29,0.5,0.661,13.119,31.89,0,3,1
54.83,28.79,68.45,6.11,70.78,0.5,0.575,9.082,27.65,0,0,1
45.22,32.87,86.31,6.93,91.69,0.5,0.489,4.5,31.44,0,2,2
52.06,26.91,78.85,5.6,28.81,0.5,0.36,5.69,41.13,1,1,1
49.58,26.42,60.34,6.94,33.95,0.5,0.446,10.48,42.44,7,2,2
21.82,19.25,42.03,5.95,1.19,0.5,0.661,11.161,79.52,0,3,3
45.5,36.48,46.12,6.13,5.5,0.5,0.69,19.653,54.75,5,3,2
42.67,24.44,53.68,6.23,0.74,0.5,0.5,11.323,58.38,6,1,2
56.82,27.26,50.43,8.17,18.95,0.5,0.525,13.511,39.41,7,0,1
79.64,29.46,67.71,5.26,12.43,0.5,0.46,9.514,18.18,0,1,1
42.99,23.97,24.14,6.81,46.58,0.5,0.46,18.185,45.68,2,1,2
67.9,27.57,78.97,5.23,13.55,0.5,0.489,5.798,29.69,0,2,1
60.38,36.8,59.78,6.05,37.35,0.5,0.46,14.8,30.77,2,1,1
41.35,28.14,62.09,5.99,63.42,0.5,0.719,10.668,43.46,6,3,2
69.68,30.81,54.52,5.43,28.98,0.5,0.531,14.011,23.88,6,2,1
61.45,14.78,53.58,7.57,24.93,0.5,0.525,6.859,33.18,7,0,1
95.0,23.3,46.91,6.67,15.33,0.5,0.489,12.372,2.12,0,2,0
21.82,21.98,69.49,6.09,34.14,0.5,0.489,6.704,70.26,0,2,3
69.82,24.33,92.15,6.29,6.29,0.5,0.531,1.909,29.82,6,2,1
51.28,23.53,34.54,5.98,19.97,0.5,0.48,15.403,44.57,5,1,1
62.03,28.99,73.26,6.32,50.32,0.5,0.661,7.749,26.14,8,3,1
66.13,31.91,63.65,6.1,19.77,0.5,0.575,11.599,30.01,2,0,1
62.37,32.01,73.86,6.06,6.06,0.5,0.489,8.368,37.23,0,2,1
23.2,35.17,38.6,6.12,116.33,0.5,0.36,21.593,46.54,1,1,2
39.59,40.92,29.98,6.89,109.39,0.5,0.48,28.648,32.31,5,1,2
64.71,23.38,60.34,6.43,27.85,0.5,0.42,9.274,28.88,7,1,1
25.72,24.55,78.39,6.52,22.53,0.5,0.69,5.307,69.98,3,3,3
66.39,31.59,63.75,7.13,12.17,0.5,0.661,11.45,32.0,0,3,1
23.74,37.21,60.7,4.47,7.99,0.5,0.575,14.623,75.56,2,0,3
46.43,27.85,51.14,6.44,23.55,0.5,0.446,13.607,48.38,7,2,2
48.62,29.2,52.01,6.99,16.2,0.5,0.383,14.013,48.0,1,2,2
93.47,21.5,60.1,5.86,6.05,0.5,0.489,8.577,6.14,8,2,0
43.6,27.72,53.89,7.97,5.08,0.5,0.446,12.781,56.16,7,2,2
65.32,27.11,63.24,5.89,12.57,0.5,0.489,9.966,32.54,0,2,1
95.0,30.12,65.8,4.87,138.51,0.5,0.6,10.301,0.0,5,0,0
58.66,36.47,47.44,7.83,148.0,0.5,0.719,19.169,3.5,6,3,1
61.04,27.83,64.72,6.67,12.18,0.5,0.42,9.816,36.75,7,1,1
25.21,34.21,56.46,6.85,48.4,0.5,0.46,14.893,62.98,0,1,3
58.22,35.92,59.88,6.57,41.45,0.5,0.5,14.413,31.93,6,1,1
69.47,40.3,53.88,5.94,20.37,0.5,0.625,18.588,26.63,6,0,1
37.08,27.13,55.31,6.06,7.45,0.5,0.446,12.124,62.04,7,2,2
63.2,33.75,87.11,6.9,15.93,0.5,0.575,4.349,33.97,0,0,1
68.07,39.56,56.92,7.45,49.01,0.5,0.446,17.041,19.91,7,2,1
85.74,23.8,47.47,5.57,68.1,0.5,0.42,12.502,0.0,7,1,0
25.66,26.84,92.36,6.84,47.68,0.5,0.661,2.05,63.22,8,3,3
57.63,35.52,63.49,6.28,35.2,0.5,0.46,12.969,34.09,8,1,1
37.8,18.82,55.05,7.21,25.34,0.5,0.51,8.459,56.68,3,2,2
53.28,37.57,48.85,6.91,94.16,0.5,0.625,19.218,23.06,6,0,1
41.33,27.83,76.48,5.76,1.84,0.5,0.46,6.546,59.33,8,1,2
50.03,16.37,41.68,6.27,13.3,0.5,0.48,9.549,47.6,3,1,1
56.32,26.98,65.27,6.86,18.35,0.5,0.661,9.372,40.41,0,3,1
71.95,26.28,71.39,6.27,102.0,0.5,0.604,7.518,2.24,7,3,0
36.04,22.7,90.39,6.39,9.52,0.5,0.525,2.181,62.72,7,0,2
30.88,37.42,87.22,7.73,37.22,0.5,0.489,4.781,60.38,8,2,3
39.45,37.78,32.28,6.08,28.05,0.5,0.51,25.582,54.31,5,2,2
25.26,25.88,62.3,5.7,10.72,0.5,0.446,9.756,72.98,7,2,3
9.06,30.73,61.83,6.98,10.07,0.5,0.6,11.731,89.74,3,0,4
56.46,29.5,55.1,6.6,25.06,0.5,0.42,13.244,37.88,7,1,1
65.01,29.74,95.0,6.82,2.87,0.5,0.69,1.488,35.94,3,3,1
51.11,36.94,47.84,6.13,10.05,0.5,0.69,19.266,47.92,3,3,1
39.22,20.86,46.88,6.26,8.49,0.5,0.525,11.082,59.82,4,0,2
50.85,32.73,100.0,6.16,35.06,0.5,0.525,0.0,41.07,4,0,1
48.99,41.34,60.68,6.41,1.36,0.5,0.575,16.254,52.08,0,0,2
36.14,31.13,93.94,6.89,14.59,0.5,0.489,1.887,61.17,8,2,2
33.64,24.99,67.77,5.68,14.45,0.5,0.69,8.055,64.21,3,3,3
79.94,18.73,49.89,6.58,1.92,0.5,0.42,9.386,20.6,7,1,1
64.44,26.51,83.61,5.87,14.24,0.5,0.446,4.344,32.87,4,2,1
57.16,35.08,71.87,6.27,2.18,0.5,0.531,9.868,43.59,6,2,1
7.02,35.57,41.23,6.19,16.06,0.5,0.51,20.902,89.95,3,2,4
34.09,26.34,42.78,6.03,32.54,0.5,0.48,15.074,58.39,5,1,3
58.95,22.23,62.02,6.41,28.49,0.5,0.42,8.442,34.47,7,1,1
38.5,16.51,54.79,6.07,22.08,0.5,0.489,7.466,56.81,8,2,2
17.16,26.75,59.17,5.84,60.84,0.5,0.661,10.925,68.2,0,3,3
64.57,20.26,47.76,6.73,51.7,0.5,0.69,10.585,23.31,3,3,1
62.4,23.11,56.36,6.71,52.3,0.5,0.446,10.085,24.71,7,2,1
69.92,21.79,60.52,5.6,6.52,0.5,0.575,8.606,29.77,2,0,1
28.32,20.64,44.35,5.93,3.73,0.5,0.625,11.487,72.25,6,0,3
72.87,32.19,61.09,6.2,30.09,0.5,0.383,12.524,20.03,1,2,1
38.56,35.91,57.58,5.08,11.14,0.5,0.517,15.233,59.75,1,3,2
23.34,29.89,53.47,6.6,6.23,0.5,0.446,13.911,76.11,7,2,3
39.31,16.94,78.95,6.42,32.88,0.5,0.383,3.566,52.84,1,2,2
40.85,27.38,67.73,7.46,7.31,0.5,0.48,8.834,58.39,3,1,2
31.05,33.12,47.04,6.99,38.42,0.5,0.48,17.544,59.86,5,1,3
35.29,36.23,55.53,7.28,12.92,0.5,0.48,16.111,62.45,3,1,2
5.0,30.37,85.84,6.89,9.58,0.5,0.604,4.3,93.94,4,3,4
61.86,42.46,43.18,4.63,12.92,0.5,0.36,24.125,35.58,1,1,1
72.51,25.21,75.83,5.35,123.3,0.5,0.5,6.093,0.0,6,1,0
46.49,24.93,68.49,5.87,64.54,0.5,0.383,7.856,37.18,1,2,2
45.88,30.48,31.59,6.94,8.46,0.5,0.46,20.849,53.0,8,1,2
30.82,31.25,21.54,5.02,20.35,0.5,0.525,24.516,65.04,7,0,3
19.52,22.96,59.28,7.21,8.02,0.5,0.69,9.35,80.06,3,3,4
46.1,21.72,59.55,5.76,9.31,0.5,0.51,8.787,52.68,3,2,2
37.21,24.32,55.85,5.17,20.46,0.5,0.46,10.737,58.46,2,1,2
66.84,29.4,26.15,5.92,36.72,0.5,0.5,21.714,24.58,6,1,1
68.81,28.06,75.84,6.82,4.82,0.5,0.661,6.777,31.56,8,3,1
13.8,24.47,55.42,7.08,25.92,0.5,0.575,10.91,80.69,2,0,4
29.01,22.28,43.96,4.95,55.89,0.5,0.446,12.485,57.13,4,2,3
18.25,21.99,56.16,5.24,5.58,0.5,0.661,9.638,81.91,2,3,4
24.53,34.82,46.95,7.46,4.03,0.5,0.625,18.471,75.95,6,0,3
44.06,25.68,55.09,5.6,6.84,0.5,0.42,11.532,55.16,7,1,2
39.37,36.59,57.95,5.44,25.25,0.5,0.661,15.387,55.52,2,3,2
47.05,29.27,47.07,5.92,12.93,0.5,0.604,15.491,51.0,4,3,2
52.83,25.76,47.47,6.56,1.07,0.5,0.6,13.53,48.39,5,0,1
63.12,37.94,58.39,6.85,69.44,0.5,0.42,15.785,19.32,4,1,1
56.54,34.55,50.22,6.82,43.61,0.5,0.661,17.197,33.44,8,3,1
31.24,18.2,66.38,5.08,61.62,0.5,0.661,6.119,53.91,8,3,3
65.56,26.59,64.59,5.5,11.6,0.5,0.46,9.413,32.48,8,1,1
42.69,34.26,66.95,6.35,13.54,0.5,0.446,11.324,54.8,4,2,2
95.0,44.98,47.48,6.99,84.83,0.5,0.489,23.626,0.0,0,2,0
51.4,23.55,66.96,7.97,10.73,0.5,0.69,7.78,47.45,5,3,1
59.66,28.48,34.98,7.24,13.59,0.5,0.51,18.516,37.97,3,2,1
90.18,29.62,55.02,5.8,63.46,0.5,0.531,13.323,0.0,6,2,0
40.14,25.51,64.28,7.33,3.67,0.5,0.383,9.113,59.83,1,2,2
40.32,30.63,25.15,5.24,61.94,0.5,0.531,22.926,44.41,6,2,2
39.55,32.52,59.16,7.67,39.45,0.5,0.48,13.28,51.08,5,1,2
61.44,27.29,59.25,5.6,9.44,0.5,0.525,11.12,37.35,7,0,1
61.29,20.11,37.79,4.75,3.36,0.5,0.604,12.508,39.32,7,3,1
35.82,32.55,72.96,6.98,13.32,0.5,0.69,8.802,62.34,5,3,2
59.47,35.84,55.61,7.72,72.47,0.5,0.489,15.91,22.35,0,2,1
63.57,16.76,48.2,6.08,18.18,0.5,0.517,8.681,32.86,1,3,1
34.34,21.94,68.72,6.73,8.47,0.5,0.575,6.863,64.83,8,0,3
60.34,29.36,60.55,7.12,11.23,0.5,0.5,11.585,37.9,6,1,1
64.57,16.43,74.84,7.51,49.46,0.5,0.489,4.133,23.41,8,2,1
36.11,23.5,55.28,6.73,9.08,0.5,0.575,10.51,62.89,2,0,2
62.92,29.21,55.07,6.22,17.05,0.5,0.489,13.123,33.74,2,2,1
23.42,32.2,71.16,5.84,3.73,0.5,0.6,9.287,77.08,5,0,3
50.54,21.08,51.64,8.21,91.0,0.5,0.383,10.195,26.04,1,2,1
75.18,27.67,100.0,6.15,6.77,0.5,0.575,0.0,24.45,0,0,1
42.93,26.17,39.66,6.08,33.81,0.5,0.36,15.79,48.91,1,1,2
29.71,33.58,68.99,7.3,22.2,0.5,0.6,10.412,65.84,5,0,3
81.69,38.52,57.28,6.94,23.21,0.5,0.525,16.456,13.41,7,0,0
56.88,28.39,55.97,6.57,38.6,0.5,0.46,12.501,33.93,0,1,1
69.3,21.37,56.67,6.97,20.97,0.5,0.604,9.259,26.6,7,3,1
32.86,29.72,66.83,4.12,59.04,0.5,0.489,9.858,52.55,2,2,3
17.54,26.04,59.56,6.12,6.92,0.5,0.446,10.533,81.72,4,2,4
48.35,21.69,75.75,5.88,19.75,0.5,0.604,5.26,47.87,4,3,2
46.68,27.66,64.33,7.43,1.47,0.5,0.45,9.867,54.05,1,0,2
71.89,27.02,76.6,5.77,30.7,0.5,0.604,6.323,21.4,4,3,1
82.22,30.22,60.09,8.07,3.89,0.5,0.661,12.059,18.39,0,3,1
37.8,26.3,70.1,5.85,8.28,0.5,0.51,7.866,61.26,3,2,2
47.11,23.08,76.94,6.94,8.29,0.5,0.51,5.323,51.94,5,2,2
65.42,29.25,86.96,5.79,17.43,0.5,0.36,3.813,30.81,1,1,1
42.5,28.45,97.56,6.52,39.56,0.5,0.446,0.693,48.02,4,2,2
92.89,32.82,67.98,6.84,47.13,0.5,0.489,10.51,0.0,2,2,0
54.89,30.26,60.76,6.06,151.89,0.5,0.36,11.874,5.32,1,1,1
93.17,36.25,42.26,6.74,2.39,0.5,0.489,20.932,7.41,0,2,0
62.55,28.25,79.22,6.84,14.02,0.5,0.489,5.869,34.92,8,2,1
58.07,32.63,45.77,5.85,0.54,0.5,0.517,17.693,43.08,1,3,1
52.87,28.46,75.32,6.31,8.88,0.5,0.51,7.024,46.02,3,2,1
86.42,26.18,77.16,6.64,21.9,0.5,0.46,5.978,8.86,2,1,0
32.29,40.58,50.54,7.37,103.85,0.5,0.625,20.072,41.45,6,0,2
66.46,28.55,81.8,5.94,27.84,0.5,0.517,5.196,27.37,1,3,1
53.25,33.02,45.37,6.46,54.88,0.5,0.575,18.036,33.49,0,0,1
19.68,28.51,57.64,6.94,29.37,0.5,0.525,12.078,73.76,4,0,4
52.63,32.68,47.06,6.17,13.92,0.5,0.625,17.297,45.2,6,0,1
31.16,26.97,57.92,6.36,19.69,0.5,0.69,11.348,65.29,3,3,3
95.0,25.59,55.47,5.9,28.44,0.5,0.575,11.396,0.0,8,0,0
95.0,30.76,76.27,6.89,12.17,0.5,0.383,7.3,2.7,1,2,0
53.77,23.2,66.58,6.49,99.15,0.5,0.489,7.753,20.89,8,2,1
68.11,21.4,48.81,6.95,73.76,0.5,0.46,10.955,13.28,2,1,0
52.56,23.4,42.49,6.86,14.88,0.5,0.69,13.455,45.18,3,3,1
79.24,22.24,56.8,6.31,62.76,0.5,0.604,9.606,5.46,7,3,0
56.19,22.06,81.33,6.19,0.98,0.5,0.446,4.119,44.67,4,2,1
46.3,25.17,30.31,7.1,26.06,0.5,0.6,17.539,48.22,3,0,2
28.06,16.39,66.67,6.56,30.8,0.5,0.446,5.465,64.81,4,2,3
24.81,29.22,73.12,5.44,0.47,0.5,0.36,7.856,75.97,1,1,3
79.74,25.62,43.46,7.53,59.52,0.5,0.6,14.484,5.81,3,0,0
57.88,26.71,50.42,6.48,0.85,0.5,0.36,13.24,42.8,1,1,1
63.84,18.23,80.73,6.88,21.15,0.5,0.6,3.512,31.99,3,0,1
22.24,18.9,40.45,6.46,46.58,0.5,0.46,11.254,66.43,2,1,3
52.43,30.71,55.28,6.98,14.57,0.5,0.48,13.732,44.87,5,1,1
71.34,22.59,61.83,6.54,38.67,0.5,0.45,8.623,19.43,1,0,1
70.74,26.03,45.3,6.98,16.48,0.5,0.446,14.239,25.96,7,2,1
85.73,27.02,47.75,6.67,23.49,0.5,0.6,14.117,9.48,3,0,0
64.75,31.29,76.0,5.66,7.45,0.5,0.604,7.51,34.77,4,3,1
59.76,17.83,73.77,7.76,36.02,0.5,0.6,4.678,32.09,3,0,1
80.8,21.88,70.04,7.57,46.69,0.5,0.42,6.555,7.74,7,1,0
26.8,30.96,81.93,6.5,44.71,0.5,0.69,5.595,62.95,5,3,3
12.57,30.24,63.97,6.55,3.54,0.5,0.489,10.898,87.7,8,2,4
56.38,26.88,33.85,7.36,36.95,0.5,0.446,17.779,34.84,4,2,1
43.6,30.32,69.06,7.08,13.25,0.5,0.517,9.38,54.15,1,3,2
54.32,33.59,92.97,5.28,66.96,0.5,0.42,2.36,28.8,4,1,1
44.69,24.29,71.31,7.07,38.82,0.5,0.661,6.968,46.56,0,3,2
49.26,27.31,64.98,7.04,4.71,0.5,0.661,9.566,51.13,2,3,2
49.63,21.65,67.68,5.17,18.02,0.5,0.48,6.996,46.74,3,1,2
78.45,30.53,62.05,6.68,26.73,0.5,0.575,11.587,15.82,8,0,1
29.96,27.32,44.97,6.17,76.07,0.5,0.69,15.035,51.39,5,3,3
68.05,31.04,76.0,7.44,28.92,0.5,0.446,7.45,25.32,4,2,1
90.54,31.52,47.98,6.76,48.24,0.5,0.661,16.398,0.0,2,3,0
71.34,26.48,30.9,6.34,5.38,0.5,0.48,18.295,28.42,5,1,1
40.97,31.11,45.86,5.23,11.43,0.5,0.69,16.842,57.69,3,3,2
51.58,21.59,37.9,6.87,45.81,0.5,0.48,13.408,37.34,3,1,1
5.0,25.83,61.15,6.64,23.24,0.5,0.604,10.036,90.28,4,3,4
61.67,22.72,75.23,5.66,2.72,0.5,0.604,5.627,39.11,4,3,1
57.82,19.6,63.56,5.37,13.66,0.5,0.604,7.141,40.03,4,3,1
39.99,33.3,61.26,5.63,49.69,0.5,0.46,12.902,47.85,0,1,2
34.7,31.57,59.69,5.8,93.99,0.5,0.6,12.723,41.63,5,0,2
60.12,25.98,45.53,5.84,20.7,0.5,0.446,14.152,35.45,7,2,1
11.58,33.35,47.08,6.55,7.85,0.5,0.525,17.648,87.63,4,0,4
24.56,38.13,52.33,6.73,41.53,0.5,0.575,18.175,65.75,2,0,3
34.88,32.51,76.49,7.23,103.88,0.5,0.517,7.645,38.59,1,3,2
26.57,26.73,59.07,7.19,25.26,0.5,0.446,10.94,67.78,4,2,3
65.33,26.19,54.54,6.97,40.89,0.5,0.51,11.906,24.99,3,2,1
59.11,24.43,67.25,6.39,68.85,0.5,0.5,8.002,23.7,6,1,1
42.15,24.83,58.35,7.59,1.86,0.5,0.661,10.341,59.0,2,3,2
80.53,31.31,49.48,5.5,23.34,0.5,0.525,15.817,14.53,7,0,0
60.44,27.26,39.12,6.14,30.02,0.5,0.69,16.598,33.25,5,3,1
46.24,22.07,52.18,6.56,13.61,0.5,0.575,10.554,51.55,0,0,2
59.59,23.49,54.75,6.98,5.97,0.5,0.36,10.63,39.71,1,1,1
21.18,30.65,58.88,6.87,50.53,0.5,0.661,12.603,66.94,2,3,3
68.92,36.37,65.72,6.45,12.21,0.5,0.517,12.47,29.1,1,3,1
25.59,30.11,49.25,7.3,7.11,0.5,0.46,15.279,73.66,8,1,3
18.18,25.21,76.27,6.48,37.35,0.5,0.45,5.983,72.94,1,0,4
47.79,26.71,45.69,6.03,4.36,0.5,0.575,14.504,52.48,2,0,2
69.95,29.68,64.39,6.21,3.81,0.5,0.446,10.57,30.15,7,2,1
16.57,17.38,61.42,5.64,116.21,0.5,0.45,6.704,53.43,1,0,3
37.47,34.68,57.21,6.23,34.45,0.5,0.489,14.842,54.53,0,2,2
60.28,25.97,70.39,7.08,52.64,0.5,0.42,7.691,26.67,7,1,1
51.38,28.63,66.8,6.67,12.87,0.5,0.525,9.505,46.49,7,0,1
42.54,31.17,41.76,5.96,128.44,0.5,0.575,18.151,24.49,8,0,1
16.42,18.86,49.28,5.96,15.3,0.5,0.42,9.566,80.53,4,1,4
51.14,36.25,82.89,7.29,18.27,0.5,0.46,6.203,45.12,0,1,1
39.44,16.85,69.95,5.91,20.31,0.5,0.604,5.064,56.63,7,3,2
93.43,34.4,42.23,6.34,17.01,0.5,0.48,19.875,3.22,5,1,0
72.83,27.71,46.75,7.4,15.09,0.5,0.51,14.753,24.4,5,2,1
35.09,27.33,50.73,5.5,17.32,0.5,0.517,13.466,61.56,1,3,2
75.99,28.84,52.1,7.48,3.21,0.5,0.489,13.814,24.37,8,2,1
54.42,25.87,69.06,6.55,6.07,0.5,0.42,8.003,45.01,7,1,1
31.95,27.86,35.4,5.19,2.05,0.5,0.604,17.996,69.01,4,3,3
49.75,29.76,90.43,6.41,32.96,0.5,0.69,2.848,43.15,3,3,2
35.85,33.79,66.78,6.99,10.58,0.5,0.625,11.226,62.88,6,0,2
54.37,21.9,48.26,7.27,8.08,0.5,0.575,11.333,44.9,0,0,1
58.7,28.96,63.5,5.34,20.13,0.5,0.446,10.568,37.02,7,2,1
70.39,41.3,58.61,6.3,77.32,0.5,0.489,17.094,10.12,8,2,0
21.57,26.26,51.54,7.41,6.2,0.5,0.5,12.724,78.02,6,1,3
84.93,38.07,50.7,5.77,5.71,0.5,0.46,18.766,14.69,2,1,0
57.76,19.46,60.02,7.61,16.18,0.5,0.517,7.781,39.2,1,3,1
72.58,29.0,44.69,6.28,0.88,0.5,0.446,16.037,28.3,7,2,1
51.43,28.4,64.81,6.59,0.63,0.5,0.383,9.995,49.36,1,2,1
